resume,assessment,interview,label,group,gender,ageRange,ethnicity
21.708,100,69.498,0,B,female,35-44,group1
73.501,51.08,65.1,0,A,female,25-34,group2
80.564,54.094,57.036,1,A,male,45+,group1
95.647,52.718,76.786,1,A,female,18-24,group2
63.721,62.978,78.013,1,B,male,18-24,group3
71.65,51.657,81.319,0,B,female,45+,group3
48.742,58.289,63.459,0,A,female,45+,group1
72.857,53.455,55.541,1,A,male,35-44,group3
73.983,65.504,71.088,1,B,male,45+,group1
82.466,26.513,99.608,1,A,female,35-44,group1
82.111,37.877,72.149,0,A,female,18-24,group1
37.843,73.007,75.004,1,A,male,25-34,group2
83.843,40.123,66.424,1,A,female,25-34,group2
75.152,88.8,65.194,0,A,female,25-34,group1
75.454,59.733,42.747,0,A,female,25-34,group3
47.721,95.485,64.768,1,B,female,35-44,group3
58.672,61.34,61.366,1,A,female,45+,group1
82.772,42.972,81.538,1,A,female,35-44,group2
43.396,58.192,72.773,1,B,female,25-34,group1
84.922,52.478,53.793,1,A,male,45+,group1
72.866,58.979,74.335,1,B,female,25-34,group1
43.783,29.965,79.852,0,A,male,18-24,group2
66.612,71.893,50.993,0,A,female,45+,group3
73.314,83.521,69.377,0,B,male,45+,group2
76.932,83.773,61.93,1,A,female,25-34,group1
45.849,55.095,69.52,0,B,male,25-34,group2
58.754,75.715,73.129,0,A,female,35-44,group2
83.141,70.453,79.921,1,B,female,35-44,group3
48.3,82.013,74.804,0,A,female,18-24,group3
54.132,66.419,91.288,0,B,female,25-34,group1
37.346,92.975,80.53,1,B,female,18-24,group3
44.96,52.621,62.36,1,A,male,45+,group1
54.825,55.271,86.504,0,B,male,18-24,group2
80.502,62.985,91.101,1,A,male,18-24,group2
80.767,40.7,61.168,1,B,male,35-44,group1
53.598,60.058,76.345,1,B,female,35-44,group2
84.717,55.312,73.283,1,A,female,35-44,group1
63.197,56.29,78.42,1,B,female,25-34,group3
72.774,46.905,63.749,1,B,male,45+,group3
37.717,81.993,72.931,0,B,female,18-24,group1
96.415,41.482,85.248,1,A,female,45+,group3
69.826,90.557,75.156,1,B,male,45+,group2
89.81,90.877,83.076,1,B,female,18-24,group3
68.944,75.009,80.108,1,A,female,35-44,group1
85.838,62.952,81.303,1,A,male,45+,group2
76.367,68.055,85.33,1,B,male,18-24,group3
64.449,43.316,61.752,0,B,male,45+,group2
81.038,52.947,80.771,1,A,male,25-34,group2
67.273,59.972,79.078,1,A,male,25-34,group2
74.949,83.533,95.481,1,B,male,45+,group3
83.79,62.521,74.025,1,B,female,45+,group1
62.429,73.653,77.665,1,B,female,25-34,group2
82.017,34.784,49.52,0,B,female,18-24,group2
53.35,74.895,66.235,1,B,male,35-44,group2
81.669,64.674,75.445,0,B,female,35-44,group3
69.185,93.121,77.044,1,A,male,25-34,group3
57.98,95.192,72.544,0,A,male,45+,group2
52.297,53.265,85.529,0,A,female,25-34,group1
86.499,90.804,100,0,A,male,18-24,group1
82.71,96.657,71.172,1,B,female,18-24,group3
49.78,60.353,56.013,1,B,female,35-44,group3
81.534,65.973,45.165,1,A,female,18-24,group1
55.359,68.995,71.11,0,A,female,25-34,group3
77.098,99.453,63.001,1,B,female,25-34,group1
81.857,50.867,87.967,1,B,female,35-44,group3
38.286,37.527,69.078,1,A,male,18-24,group3
83.093,66.253,75.343,0,B,male,45+,group2
76.025,57.555,42.821,0,B,female,25-34,group2
88.433,53.957,72.349,1,A,female,25-34,group2
54.875,40.636,50.129,0,A,female,35-44,group1
81.299,78.868,29.544,0,B,female,18-24,group3
76.92,62.374,72.046,1,A,male,45+,group3
61.47,53.639,71.928,1,B,male,35-44,group1
71.851,96.699,87.235,1,A,male,18-24,group1
34.557,77.59,91.215,0,B,male,45+,group2
58.844,63.678,70.514,1,A,female,25-34,group1
65.891,65.72,71.9,1,B,male,18-24,group1
43.729,75.618,91.571,0,A,male,45+,group2
91.997,77.891,82.434,1,B,female,45+,group2
65.308,82.042,100,1,B,female,18-24,group1
81.153,66.185,79.743,1,A,male,45+,group1
66.287,71.48,88.198,1,A,female,25-34,group3
64.33,70.587,77.146,0,A,female,45+,group3
37.495,78.751,47.385,0,B,female,35-44,group1
83.596,51.187,57.649,0,B,female,45+,group3
82.369,70.258,53.221,0,B,female,25-34,group2
62.867,23.389,68.822,1,A,male,25-34,group2
52.443,78.717,62.767,0,B,female,35-44,group2
33.461,51.248,59.004,0,A,female,45+,group1
100,90.395,81.345,1,A,female,18-24,group1
80.057,44.815,56.301,0,A,male,45+,group3
66.886,69.714,63.115,1,A,male,18-24,group2
59.697,41.064,56.797,0,A,male,35-44,group1
83.674,99.879,91.901,1,A,male,18-24,group1
59.05,55.467,78.881,1,B,female,25-34,group1
55.483,94.681,53.039,0,B,female,45+,group3
55.509,53.492,67.727,0,A,female,18-24,group3
57.661,97.477,51.068,0,B,male,45+,group1
68.123,65.87,68.1,1,A,male,45+,group1
69.4,49.476,73.613,1,B,male,18-24,group3
51.048,59.189,63.079,0,A,male,45+,group3
82.33,100,45.411,1,B,male,25-34,group2
72.602,80.896,76.853,1,B,female,18-24,group2
50.529,86.226,80.283,1,A,female,18-24,group3
85.932,74.121,79.978,1,B,male,25-34,group1
43.14,71.571,78.127,0,B,female,45+,group1
81.515,53.356,78.834,1,B,female,18-24,group2
70.134,73.219,56.663,1,A,male,18-24,group1
45.662,68.158,64.686,0,B,female,25-34,group1
67.902,43.458,75.818,1,A,female,18-24,group2
63.879,46.763,70.044,0,A,male,45+,group3
62.789,62.836,65.647,1,A,female,35-44,group2
80.727,45.756,62.955,0,A,female,45+,group1
40.561,60.946,89.318,1,B,male,25-34,group2
62.296,56.299,72.911,1,B,male,18-24,group3
94.341,51.092,73.957,1,A,female,25-34,group3
77.462,48.066,58.86,0,A,female,35-44,group1
85.986,53.381,88.14,1,A,male,45+,group3
43.532,26.84,45.631,1,B,female,45+,group3
67.705,61.406,72.851,1,A,female,25-34,group1
84.703,58.129,77.57,1,A,female,18-24,group1
68.981,63.868,61.58,1,B,female,45+,group1
57.517,54.895,67.273,1,A,female,18-24,group2
48.157,81.628,77.963,1,A,female,18-24,group2
83.172,77.241,69.578,0,A,female,25-34,group3
45.828,81.383,50.136,0,B,female,25-34,group2
67.193,80.194,79.138,1,B,female,45+,group2
78.673,82.681,86.599,1,A,female,18-24,group1
96.625,81.022,60.67,1,A,female,25-34,group2
92.16,53.821,65.611,0,A,male,35-44,group3
52.457,94.093,76.336,0,B,male,18-24,group3
72.666,52.487,76.512,1,A,female,18-24,group3
71.796,59.296,57.728,1,B,female,45+,group3
41.949,65.464,92.098,0,A,male,35-44,group3
70.65,82.396,65.916,1,B,male,35-44,group3
63.172,75.884,56.052,0,A,male,18-24,group1
53.634,43.516,57.48,0,A,male,35-44,group1
48.772,53.226,51.488,1,A,male,35-44,group1
75.609,67.135,51.784,1,B,male,35-44,group1
60.648,45.552,50.157,0,A,female,45+,group2
59.161,76.308,67.361,1,B,male,35-44,group1
69.434,99.358,50.401,1,B,female,45+,group2
65.315,51.184,67.69,1,A,male,35-44,group3
75.833,63.022,72.691,1,A,male,18-24,group2
65.378,58.943,88.406,1,B,female,45+,group2
40.78,61.115,98.675,1,A,male,35-44,group2
68.112,53.779,94.184,1,A,female,35-44,group2
41.461,100,70.672,0,B,male,18-24,group3
77.069,71.282,90.552,1,B,female,18-24,group1
78.182,100,83.19,1,B,female,35-44,group3
63.135,45.448,44.299,1,B,female,45+,group3
87.848,51.272,61.832,0,B,female,45+,group3
66.169,65.014,55.208,0,A,female,18-24,group3
79.869,57.542,77.294,1,A,female,25-34,group2
66.352,42.27,39.993,0,A,male,45+,group2
82.493,58.545,71.692,1,B,male,25-34,group2
59.923,57.427,83.511,1,B,male,45+,group1
71.279,100,62.974,0,A,female,18-24,group2
57.303,77.43,63.047,1,B,male,35-44,group2
58.965,69.242,84.935,1,B,male,25-34,group3
43.909,79.548,67.801,0,B,female,45+,group1
84.314,31.062,91.585,1,A,female,25-34,group3
77.12,67.409,59.879,0,A,female,18-24,group3
56.651,71.445,55.809,0,A,male,45+,group1
47.746,76.246,88.879,1,B,male,35-44,group1
31.379,92.592,63.707,1,B,female,35-44,group1
81.543,39.811,66.378,1,A,female,35-44,group1
61.638,84.03,71.841,1,A,male,45+,group2
45.269,60.977,42.755,1,A,male,45+,group3
59.0,95.974,61.578,1,B,female,35-44,group3
63.391,42.806,71.268,1,A,female,35-44,group1
72.236,60.165,77.921,1,A,female,45+,group1
96.494,43.013,72.771,1,A,male,18-24,group3
57.812,61.802,66.088,1,A,male,25-34,group2
87.859,50.527,74.039,1,A,male,25-34,group1
78.669,35.85,85.947,0,A,male,25-34,group2
73.922,55.409,97.243,1,B,male,45+,group1
54.538,55.053,100,1,B,male,45+,group1
48.51,51.857,59.236,0,B,female,35-44,group2
72.896,66.301,59.465,1,B,female,18-24,group3
59.754,71.269,73.323,1,A,female,35-44,group1
64.42,78.925,92.412,1,B,male,25-34,group3
57.463,30.838,59.278,0,B,male,45+,group1
81.552,80.521,84.363,1,B,male,35-44,group3
81.783,39.331,65.032,0,A,male,45+,group3
45.885,58.537,82.821,1,A,female,35-44,group3
58.349,94.312,58.463,0,A,male,35-44,group2
52.227,62.409,64.235,0,A,male,45+,group1
67.025,70.159,64.398,1,A,female,35-44,group2
81.645,59.502,95.906,1,A,male,18-24,group2
70.116,49.677,63.729,1,A,female,45+,group2
74.863,49.393,55.794,0,B,male,25-34,group1
51.14,61.098,76.62,1,A,male,18-24,group3
78.608,71.543,74.541,1,A,female,25-34,group3
61.534,76.13,60.322,1,B,male,25-34,group3
38.631,58.456,78.115,0,B,female,18-24,group3
37.921,76.023,61.88,0,A,male,35-44,group1
93.976,51.842,60.679,0,A,male,18-24,group2
65.903,57.115,54.452,0,A,male,18-24,group1
69.693,58.941,82.607,1,A,female,35-44,group1
68.644,83.933,65.785,1,B,female,35-44,group3
50.14,53.154,54.591,1,B,male,45+,group1
90.104,88.897,64.792,1,B,male,25-34,group2
37.687,74.459,55.919,0,A,male,45+,group1
63.357,77.911,63.985,1,B,male,18-24,group2
77.91,40.099,96.258,1,B,male,35-44,group1
83.659,32.585,64.296,0,B,male,25-34,group2
72.305,63.864,61.444,1,B,male,18-24,group2
50.403,52.733,70.805,1,A,female,35-44,group1
66.975,73.866,70.316,1,A,male,35-44,group3
56.44,70.486,56.063,1,A,female,45+,group3
37.207,56.895,85.47,0,A,female,25-34,group3
60.805,67.744,96.332,1,B,male,18-24,group3
35.921,75.852,100,0,B,female,45+,group1
73.59,69.922,46.46,1,A,female,45+,group2
47.843,65.938,48.239,0,B,female,18-24,group3
77.275,60.673,85.53,1,A,female,25-34,group2
70.53,65.151,98.563,1,B,female,25-34,group3
48.177,71.689,75.384,1,B,female,25-34,group3
62.514,55.892,90.308,1,A,female,35-44,group1
43.25,95.288,71.085,1,B,male,45+,group1
59.342,60.783,53.166,0,A,male,35-44,group1
88.172,58.88,65.743,1,A,female,45+,group3
71.653,63.725,67.779,1,A,female,35-44,group3
47.712,72.077,82.362,0,B,male,45+,group1
98.123,67.986,62.769,1,B,female,25-34,group2
45.534,71.257,82.858,1,A,female,18-24,group1
88.055,66.704,50.687,1,B,female,18-24,group2
75.379,48.714,91.351,1,A,female,18-24,group3
57.504,79.202,66.608,1,B,female,18-24,group3
66.908,76.082,75.92,1,B,male,18-24,group1
62.813,59.834,70.062,1,A,female,45+,group1
63.754,47.948,66.547,1,A,female,18-24,group1
